,id,last_name,first_name,middle_name,suffix,nickname,full_name,birthday,gender,type,state,district,senate_class,party,url,address,phone,contact_form,rss_url,twitter,facebook,youtube,youtube_id,bioguide_id,thomas_id,opensecrets_id,lis_id,fec_ids,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id,last_tweet,is_active,end_date,twitter_id,mastodon,serving_current_chamber_since,serving_congress_since
240,859,Bost,Mike,,,,Mike Bost,1960-12-30,M,rep,IL,12,0,Republican,https://bost.house.gov,352 Cannon House Office Building Washington DC 20515-1312,202-225-5661,,,RepBost,RepBost,,UCYA1psY06vSf3QadHuCrmjQ,B001295,2243,N00035420,,H4IL12060,76176,412629,6302,Mike Bost,,21519,Mike Bost,,,,2964877294,,2015-01-03,2015-01-03
241,860,Graves,Garret,,,,Garret Graves,1972-01-31,M,rep,LA,6,0,Republican,https://garretgraves.house.gov,2402 Rayburn House Office Building Washington DC 20515-1806,202-225-3901,,,RepGarretGraves,CongressmanGarretGraves,,UCQLg9GGwTDluEFJtXf8seTA,G000577,2245,N00036135,,H4LA06153,9274609,412631,155424,Garret Graves,,21523,Garret Graves,,,,2951574214,,2015-01-03,2015-01-03
242,861,Moulton,Seth,,,,Seth Moulton,1978-10-24,M,rep,MA,6,0,Democrat,https://moulton.house.gov,1126 Longworth House Office Building Washington DC 20515-2106,202-225-8020,,,RepMoulton,CongressmanSethMoulton,,UC5w5qn7nj5Ljy69LTV7a_fQ,M001196,2246,N00035431,,H4MA06090,78453,412632,146299,Seth Moulton,,21525,Seth Moulton,,,,3091316093,,2015-01-03,2015-01-03
243,862,Moolenaar,John,R.,,,John R. Moolenaar,1961-05-08,M,rep,MI,2,0,Republican,https://moolenaar.house.gov,246 Cannon House Office Building Washington DC 20515-2202,202-225-3561,,,RepMoolenaar,RepMoolenaar,,UCnMvVN4a8roZu4crE0UW2DA,M001194,2248,N00036275,,H4MI04126,76660,412634,37676,John Moolenaar,,21526,John Moolenaar,,,,2696643955,,2015-01-03,2015-01-03
244,863,Dingell,Debbie,,,,Debbie Dingell,1953-11-23,F,rep,MI,6,0,Democrat,https://debbiedingell.house.gov,102 Cannon House Office Building Washington DC 20515-2206,202-225-4071,,,RepDebDingell,RepDebbieDingell,,UCnoP3KLT-HOvzDfC1-I-9lQ,D000624,2251,N00036149,,H4MI12079,20818,412637,152482,Debbie Dingell,,21529,Debbie Dingell,,,,2970279814,,2015-01-03,2015-01-03
245,864,Emmer,Tom,,,,Tom Emmer,1961-03-03,M,rep,MN,6,0,Republican,https://emmer.house.gov,464 Cannon House Office Building Washington DC 20515-2306,202-225-2331,,,GOPMajorityWhip,reptomemmer,RepTomEmmer,,E000294,2253,N00035440,,H4MN06087,75567,412639,38894,Tom Emmer,,21531,Tom Emmer,,,,2914515430,,2015-01-03,2015-01-03
246,865,Rouzer,David,,,,David Rouzer,1972-02-16,M,rep,NC,7,0,Republican,https://rouzer.house.gov,2333 Rayburn House Office Building Washington DC 20515-3307,202-225-2731,,,RepDavidRouzer,RepRouzer,,UCBvOxpqoGi1HlHjX9v_gHZw,R000603,2256,N00033527,,H2NC07096,79710,412641,102964,David Rouzer,,21544,David Rouzer,,,,834069080,,2015-01-03,2015-01-03
247,866,Watson Coleman,Bonnie,,,,Bonnie Watson Coleman,1945-02-06,F,rep,NJ,12,0,Democrat,https://watsoncoleman.house.gov,168 Cannon House Office Building Washington DC 20515-3012,202-225-5801,,,RepBonnie,RepBonnie,,UCrxEaX0VKZKwg3930du2D5A,W000822,2259,N00036158,,H4NJ12149,79091,412644,24799,,,21538,Bonnie Watson Coleman,,,,2968451607,,2015-01-03,2015-01-03
248,867,Stefanik,Elise,M.,,,Elise M. Stefanik,1984-07-02,F,rep,NY,21,0,Republican,https://stefanik.house.gov,2211 Rayburn House Office Building Washington DC 20515-3221,202-225-4611,,,RepStefanik,RepEliseStefanik,,UCHvf42C8Vw6QnjwO2L2ukKA,S001196,2263,N00035523,,H4NY21079,76364,412648,152539,Elise Stefanik,,21541,Elise Stefanik,,,,2962813893,,2015-01-03,2015-01-03
249,868,Boyle,Brendan,F.,,,Brendan F. Boyle,1977-02-06,M,rep,PA,2,0,Democrat,https://boyle.house.gov,1502 Longworth House Office Building Washington DC 20515-3802,202-225-6111,,,CongBoyle,CongressmanBoyle,,UCMP_Anj7lz4eZuSh8GwFqQQ,B001296,2267,N00035307,,H4PA13199,76428,412652,47357,Brendan Boyle,,21548,Brendan Boyle,,,,4304448314,,2015-01-03,2015-01-03
250,869,Babin,Brian,,,,Brian Babin,1948-03-23,M,rep,TX,36,0,Republican,https://babin.house.gov,2236 Rayburn House Office Building Washington DC 20515-4336,202-225-1555,,,RepBrianBabin,RepBrianBabin,,UCPVEZgw-VbDRbLV1MRGVQNQ,B001291,2270,N00005736,,H6TX02079,44883,412655,360,Brian Babin,,21551,Brian Babin,,,,2929491549,,2015-01-03,2015-01-03
251,870,Beyer,Donald,S.,Jr.,,"Donald S. Beyer, Jr.",1950-06-20,M,rep,VA,8,0,Democrat,https://beyer.house.gov,1119 Longworth House Office Building Washington DC 20515-4608,202-225-4376,,,RepDonBeyer,RepDonBeyer,,UCPJGVbOVcAVGiBwq8qr_T9w,B001292,2272,N00036018,,H4VA08224,21141,412657,1707,Don Beyer,,21554,Don Beyer,,,,2962868158,@RepDonBeyer@mas.to,2015-01-03,2015-01-03
252,871,Plaskett,Stacey,E.,,,Stacey E. Plaskett,1966-05-13,F,rep,VI,0,0,Democrat,https://plaskett.house.gov,2059 Rayburn House Office Building Washington DC 20515-5500,202-225-1790,,,StaceyPlaskett,repstaceyplaskett,,UC3V7biFZHDFHDFZy6cCSZUA,P000610,2274,N00035000,,H2VI00082,79090,412659,155929,,,0,Stacey Plaskett,,,,2724095695,,2015-01-03,2015-01-03
253,872,Newhouse,Dan,,,,Dan Newhouse,1955-07-10,M,rep,WA,4,0,Republican,https://newhouse.house.gov,504 Cannon House Office Building Washington DC 20515-4704,202-225-5816,,,RepNewhouse,RepNewhouse,,UCllbsv_aoIaPS6W3aSonZlw,N000189,2275,N00036403,,H4WA04104,78315,412660,51522,Dan Newhouse,,21556,Dan Newhouse,,,,2930635215,,2015-01-03,2015-01-03
254,873,Grothman,Glenn,,,,Glenn Grothman,1955-07-03,M,rep,WI,6,0,Republican,https://grothman.house.gov,1511 Longworth House Office Building Washington DC 20515-4906,202-225-2476,,,RepGrothman,RepGrothman,,UCui4k83Cot4aeVW_8T33fgg,G000576,2276,N00036409,,H4WI06048,77282,412661,3493,Glenn Grothman,,21559,Glenn Grothman,,,,2976606250,,2015-01-03,2015-01-03
255,874,Mooney,Alexander,X.,,,Alexander X. Mooney,1971-06-05,M,rep,WV,2,0,Republican,https://mooney.house.gov,2228 Rayburn House Office Building Washington DC 20515-4802,202-225-2711,,,RepAlexMooney,CongressmanAlexMooney,,UCw9CGkF4Re3areluI43TGyA,M001195,2277,N00033814,,H4WV02080,76588,412662,145943,Alexander Mooney,,21557,Alex Mooney,,,,2964526557,,2015-01-03,2015-01-03
256,875,Radewagen,Aumua Amata,Coleman,,,Aumua Amata Coleman Radewagen,1947-12-29,F,rep,AS,0,0,Republican,https://radewagen.house.gov,2001 Longworth House Office Building Washington DC 20515-5200,202-225-8577,,,RepAmata,aumuaamata,,UCGdrLQbt1PYDTPsampx4t1A,R000600,2222,N00007635,,H4AS00036,5188,412664,128380,Amata Radewagen,,0,Amata Coleman Radewagen,,,,3026622545,,2015-01-03,2015-01-03
257,876,Sullivan,Dan,,,,Dan Sullivan,1964-11-13,M,sen,AK,0,2,Republican,https://www.sullivan.senate.gov,302 Hart Senate Office Building Washington DC 20510,202-224-3004,https://www.sullivan.senate.gov/contact/email,,SenDanSullivan,SenDanSullivan,,UC7tXCm8gKlAhTFo2kuf5ylw,S001198,2290,N00035774,S383,S4AK00214,1023262,412665,114964,Daniel S. Sullivan,,41500,Dan Sullivan (U.S. senator),,,,2891210047,,2015-01-03,2015-01-03
258,877,Ernst,Joni,,,,Joni Ernst,1970-07-01,F,sen,IA,0,2,Republican,https://www.ernst.senate.gov,730 Hart Senate Office Building Washington DC 20510,202-224-3254,https://www.ernst.senate.gov/public/index.cfm/contact,,SenJoniErnst,senjoniernst,,UCLwrmtF_84FIcK3TyMs4MIw,E000295,2283,N00035483,S376,S4IA00129,75342,412667,128583,Joni Ernst,,41502,Joni Ernst,,,,2856787757,,2015-01-03,2015-01-03
259,878,Tillis,Thom,,,,Thom Tillis,1960-08-30,M,sen,NC,0,2,Republican,https://www.tillis.senate.gov,113 Dirksen Senate Office Building Washington DC 20510,202-224-6342,https://www.tillis.senate.gov/public/index.cfm/email-me,,SenThomTillis,SenatorThomTillis,,UCUD9VGV4SSGWjGdbn37Ea2w,T000476,2291,N00035492,S384,S4NC00162,77055,412668,57717,Thom Tillis (North Carolina),,41504,Thom Tillis,,,,2964174789,,2015-01-03,2015-01-03
260,879,Rounds,Mike,,,,Mike Rounds,1954-10-24,M,sen,SD,0,2,Republican,https://www.rounds.senate.gov,716 Hart Senate Office Building Washington DC 20510,202-224-5842,https://www.rounds.senate.gov/contact/email-mike,,SenatorRounds,SenatorMikeRounds,,UC-pvzimyBdpdkcIfsicrfrQ,R000605,2288,N00035187,S381,S4SD00049,78317,412669,7455,Mike Rounds,,41505,Mike Rounds,,,,2955485182,,2015-01-03,2015-01-03
261,880,Kelly,Trent,,,,Trent Kelly,1966-03-01,M,rep,MS,1,0,Republican,https://trentkelly.house.gov,2243 Rayburn House Office Building Washington DC 20515-2401,202-225-4306,,,RepTrentKelly,reptrentkelly,,UCtDrz-8tdg4ZgOAQHToSWaQ,K000388,2294,N00037003,,H6MS01131,97322,412673,156389,Trent Kelly,,21561,Trent Kelly,,,,3317799825,,2015-01-03,2015-01-03
262,881,LaHood,Darin,,,,Darin LaHood,1968-07-05,M,rep,IL,16,0,Republican,https://lahood.house.gov,1424 Longworth House Office Building Washington DC 20515-1316,202-225-6201,,,RepLaHood,replahood,,UCVRbtFwaBGcixZIkygtalRw,L000585,2295,N00037031,,H6IL18088,70020,412674,128760,Darin LaHood,,21562,Darin LaHood,,,,3686482216,,2015-01-03,2015-01-03
263,882,Davidson,Warren,,,,Warren Davidson,1970-03-01,M,rep,OH,8,0,Republican,https://davidson.house.gov,2113 Rayburn House Office Building Washington DC 20515-3508,202-225-6205,,,WarrenDavidson,CongressmanWarrenDavidson,,UCMzuyZWzk44YRNesFzPTeUw,D000626,2296,N00038767,,H6OH08315,102555,412675,166760,Warren Davidson,,21564,Warren Davidson,,,,7.427355302873047e17,,2015-01-03,2015-01-03
264,883,Comer,James,,,,James Comer,1972-08-19,M,rep,KY,1,0,Republican,https://comer.house.gov,2410 Rayburn House Office Building Washington DC 20515-1701,202-225-3115,,https://comer.house.gov/rss.xml,RepJamesComer,congressmancomer,,,C001108,,N00038260,,H6KY01110,76619,412676,35169,James Comer Jr.,,21565,James Comer (politician),,,,1.2748527942063882e18,,2015-01-03,2015-01-03
265,884,Evans,Dwight,,,,Dwight Evans,1954-05-16,M,rep,PA,3,0,Democrat,https://evans.house.gov,1105 Longworth House Office Building Washington DC 20515-3803,202-225-4001,,https://evans.house.gov/rss.xml,RepDwightEvans,RepDwightEvans,,,E000296,,N00038450,,H6PA02171,56729,412677,9128,Dwight Evans,,21566,Dwight Evans (politician),,,,90639372,,2015-01-03,2015-01-03
266,885,Kennedy,John,Neely,,,John Kennedy,1951-11-21,M,sen,LA,0,3,Republican,https://www.kennedy.senate.gov/public,416 Russell Senate Office Building Washington DC 20510,202-224-4623,https://www.kennedy.senate.gov/public/email-me,,SenJohnKennedy,JohnKennedyLouisiana,,,K000393,,N00026823,S389,S4LA00065,1011723,412679,35496,John Neely Kennedy,,41703,John Kennedy (Louisiana politician),,,,8.166832740766145e17,,2017-01-03,2017-01-03
267,886,Hassan,Margaret,Wood,,Maggie,Margaret Wood Hassan,1958-02-27,F,sen,NH,0,3,Democrat,https://www.hassan.senate.gov,324 Hart Senate Office Building Washington DC 20510,202-224-3324,https://www.hassan.senate.gov/content/contact-senator,,SenatorHassan,SenatorHassan,,,H001076,,N00038397,S388,S6NH00091,67481,412680,42552,Maggie Hassan,,41702,Maggie Hassan,,,,946549322,,2017-01-03,2017-01-03
268,887,Cortez Masto,Catherine,,,,Catherine Cortez Masto,1964-03-29,F,sen,NV,0,3,Democrat,https://www.cortezmasto.senate.gov,313 Hart Senate Office Building Washington DC 20510,202-224-3542,https://www.cortezmasto.senate.gov/contact,,SenCortezMasto,SenatorCortezMasto,,UCip_83SiKUqwnUT57VOXrCg,C001113,,N00037161,S385,S6NV00200,105698,412681,69579,Catherine Cortez Masto,,41700,Catherine Cortez Masto,,,,8.113135657601638e17,,2017-01-03,2017-01-03
269,888,Schneider,Bradley,Scott,,Brad,Bradley Scott Schneider,1961-08-20,M,rep,IL,10,0,Democrat,https://schneider.house.gov,300 Cannon House Office Building Washington DC 20515-1310,202-225-4835,,http://schneider.house.gov/rss.xml,RepSchneider,CongressmanBradSchneider,RepBradSchneider,,S001190,2124,N00033101,,H2IL10068,63948,412534,134948,Brad Schneider,,21326,Brad Schneider,,,,1071840474,,2013-01-03,2013-01-03
270,889,Biggs,Andy,,,,Andy Biggs,1958-11-07,M,rep,AZ,5,0,Republican,https://biggs.house.gov,252 Cannon House Office Building Washington DC 20515-0305,202-225-2635,,,RepAndyBiggsAZ,RepAndyBiggs,,UCqSq9kWOxk9yNTeILBCVC1w,B001302,,N00039293,,H6AZ05083,105145,412683,28088,Andy Biggs,,21705,Andy Biggs,,,,8.166526166251684e17,,2017-01-03,2017-01-03
271,890,Khanna,Ro,,,,Ro Khanna,1976-09-13,M,rep,CA,17,0,Democrat,https://khanna.house.gov,306 Cannon House Office Building Washington DC 20515-0517,202-225-2631,,,RepRoKhanna,RepRoKhanna,,UCr4KOYv1o1oEQhy1jhhm3pQ,K000389,,N00026427,,H4CA12055,31129,412684,29473,Ro Khanna,,21728,Ro Khanna,,,,8.162989184682598e17,,2017-01-03,2017-01-03
272,891,Panetta,Jimmy,,,,Jimmy Panetta,1969-10-01,M,rep,CA,19,0,Democrat,https://panetta.house.gov,304 Cannon House Office Building Washington DC 20515-0519,202-225-2861,,,RepJimmyPanetta,RepJimmyPanetta,,UCmw-aERG51C96edMDPN7fXQ,P000613,,N00038601,,H6CA20152,104727,412685,169078,Jimmy Panetta,,21740,Jimmy Panetta,,,,7.967366125541171e17,,2017-01-03,2017-01-03
273,892,Carbajal,Salud,O.,,,Salud O. Carbajal,1964-11-18,M,rep,CA,24,0,Democrat,https://carbajal.house.gov,2331 Rayburn House Office Building Washington DC 20515-0524,202-225-3601,,,RepCarbajal,repsaludcarbajal,repcarbajal,,C001112,,N00037015,,H6CA24303,104728,412686,81569,Salud Carbajal,,21709,Salud Carbajal,,,,8.161576678823731e17,,2017-01-03,2017-01-03
274,893,Barragán,Nanette,Diaz,,,Nanette Diaz Barragán,1976-09-15,F,rep,CA,44,0,Democrat,https://barragan.house.gov,2312 Rayburn House Office Building Washington DC 20515-0544,202-225-8220,,,RepBarragan,CongresswomanBarragan,,,B001300,,N00037019,,H6CA44103,104730,412687,166270,Nanette Barragán,,21703,Nanette Barragán,,,,8.168339254567895e17,,2017-01-03,2017-01-03
275,894,Correa,J.,Luis,,,J. Luis Correa,1958-01-24,M,rep,CA,46,0,Democrat,https://correa.house.gov,2301 Rayburn House Office Building Washington DC 20515-0546,202-225-2965,,,RepLouCorrea,RepLouCorrea,,UCIKJJp4QJIDjnjodc23qKkw,C001110,,N00037260,,H6CA46116,46310,412688,9732,Lou Correa,,21711,Lou Correa,,,,8.159850394858373e17,,2017-01-03,2017-01-03
276,895,Blunt Rochester,Lisa,,,,Lisa Blunt Rochester,1962-02-10,F,rep,DE,0,0,Democrat,https://bluntrochester.house.gov,1724 Longworth House Office Building Washington DC 20515-0800,202-225-4165,,,RepLBR,Rep.BluntRochester,,,B001303,,N00038414,,H6DE00206,104772,412689,173249,Lisa Blunt Rochester,,21706,Lisa Blunt Rochester,,,,8.170502190073281e17,,2017-01-03,2017-01-03
277,896,Gaetz,Matt,,,,Matt Gaetz,1982-05-07,M,rep,FL,1,0,Republican,https://gaetz.house.gov,2021 Rayburn House Office Building Washington DC 20515-0901,202-225-4136,,,RepMattGaetz,CongressmanMattGaetz,,UClqXcJew_A3s8qiX-T4a9CA,G000578,,N00039503,,H6FL01119,104528,412690,117101,Matt Gaetz,,21719,Matt Gaetz,,,,8.189486388902175e17,,2017-01-03,2017-01-03
278,897,Dunn,Neal,P.,,,Neal P. Dunn,1953-02-16,M,rep,FL,2,0,Republican,https://dunn.house.gov,466 Cannon House Office Building Washington DC 20515-0902,202-225-5235,,,DrNealDunnFL2,drnealdunnfl2,,UCRTGfrYP-RuDzJ2KGok7TRA,D000628,,N00037442,,H6FL02208,104529,412691,166297,Neal Dunn,,21714,Neal Dunn,,,,8.159523184872979e17,,2017-01-03,2017-01-03
279,898,Rutherford,John,H.,,,John H. Rutherford,1952-09-02,M,rep,FL,5,0,Republican,https://rutherford.house.gov,1711 Longworth House Office Building Washington DC 20515-0905,202-225-2501,,,RepRutherfordFL,RepRutherfordFL,,,R000609,,N00039777,,H6FL04105,104531,412692,172542,John Rutherford (Florida),,21744,John Rutherford (Florida politician),,,,8.289772165958492e17,,2017-01-03,2017-01-03
280,899,Soto,Darren,,,,Darren Soto,1978-02-25,M,rep,FL,9,0,Democrat,https://soto.house.gov,2353 Rayburn House Office Building Washington DC 20515-0909,202-225-9889,,,RepDarrenSoto,CongressmanDarrenSoto,repdarrensoto,,S001200,,N00037422,,H6FL09179,104534,412695,67618,Darren Soto,,21746,Darren Soto,,,,8.187134656530515e17,,2017-01-03,2017-01-03
281,900,Mast,Brian,J.,,,Brian J. Mast,1980-07-10,M,rep,FL,21,0,Republican,https://mast.house.gov,2182 Rayburn House Office Building Washington DC 20515-0921,202-225-3026,,,RepBrianMast,repbrianmast,repbrianmast,,M001199,,N00037269,,H6FL18097,104540,412698,166245,Brian Mast,,21735,Brian Mast,,,,8.141039504042394e17,,2017-01-03,2017-01-03
282,901,Ferguson,A.,Drew,IV,,A. Drew Ferguson IV,1966-11-15,M,rep,GA,3,0,Republican,https://ferguson.house.gov,2239 Rayburn House Office Building Washington DC 20515-1003,202-225-5901,,,RepDrewFerguson,RepDrewFerguson,,UCuK7_j2sREWi_7wBAN477bg,F000465,,N00039090,,H6GA03113,104731,412700,168132,Drew Ferguson,,21717,Drew Ferguson (politician),,,,8.065839150120467e17,,2017-01-03,2017-01-03
283,902,Krishnamoorthi,Raja,,,,Raja Krishnamoorthi,1973-07-19,M,rep,IL,8,0,Democrat,https://krishnamoorthi.house.gov,2367 Rayburn House Office Building Washington DC 20515-1308,202-225-3711,,,CongressmanRaja,congressmanraja,,,K000391,,N00033240,,H6IL08147,103408,412701,117519,Raja Krishnamoorthi,,21730,Raja Krishnamoorthi,,,,8.141790319564883e17,,2017-01-03,2017-01-03
284,903,Banks,Jim,,,,Jim Banks,1979-07-16,M,rep,IN,3,0,Republican,https://banks.house.gov,2418 Longworth House Office Building Washington DC 20515-1403,202-225-4436,,,RepJimBanks,RepJimBanks,,UC_FR6TySW9uxvhjozkis6Xg,B001299,,N00037185,,H6IN03229,89806,412702,116801,Jim Banks,,21702,Jim Banks,,,,8.161313190339502e17,,2017-01-03,2017-01-03
285,904,Marshall,Roger,,,,Roger Marshall,1960-08-09,M,sen,KS,0,2,Republican,https://www.marshall.senate.gov,479A Russell Senate Office Building Washington DC 20510,202-224-4774,https://www.marshall.senate.gov/contact/,,SenatorMarshall,,,,M001198,,N00037034,S411,"H6KS01179,S0KS00315",103425,412704,172080,Roger Marshall,,21734,Roger Marshall (politician),,,,1.336344005588738e18,,2021-01-03,2017-01-03
286,905,Higgins,Clay,,,,Clay Higgins,1961-08-24,M,rep,LA,3,0,Republican,https://clayhiggins.house.gov,572 Cannon House Office Building Washington DC 20515-1803,202-225-2031,,,RepClayHiggins,CongressmanClayHiggins,,,H001077,,N00039953,,H6LA03148,106094,412705,174484,Clay Higgins,,21724,Clay Higgins,,,,8.436369705386189e17,,2017-01-03,2017-01-03
287,906,Johnson,Mike,,,,Mike Johnson,1972-01-30,M,rep,LA,4,0,Republican,https://mikejohnson.house.gov,568 Cannon House Office Building Washington DC 20515-1804,202-225-2777,,,RepMikeJohnson,RepMikeJohnson,,UCzqBEpeIaDEfvAtsA53Fx2Q,J000299,,N00039106,,H6LA04138,106095,412706,156097,Mike Johnson (Louisiana),,21727,Mike Johnson (Louisiana politician),,,,8.27279765287559e17,,2017-01-03,2017-01-03
288,907,Raskin,Jamie,,,,Jamie Raskin,1962-12-13,M,rep,MD,8,0,Democrat,https://raskin.house.gov,2242 Rayburn House Office Building Washington DC 20515-2008,202-225-5341,,,RepRaskin,repraskin,,UChxDE6vho5BfBTOqiBsDmKg,R000606,,N00037036,,H6MD08457,12924,412708,65904,Jamie Raskin,,21741,Jamie Raskin,,,,8.069063552148521e17,,2017-01-03,2017-01-03
289,908,Bergman,Jack,,,,Jack Bergman,1947-02-02,M,rep,MI,1,0,Republican,https://bergman.house.gov,566 Cannon House Office Building Washington DC 20515-2201,202-225-4735,,,RepJackBergman,RepJackBergman,RepJackBergman,,B001301,,N00039533,,H6MI01226,1020529,412709,170172,Jack Bergman,,21704,Jack Bergman,,,,8.152416121544172e17,,2017-01-03,2017-01-03
290,909,Budd,Ted,,,,Ted Budd,1971-10-21,M,sen,NC,0,3,Republican,https://www.budd.senate.gov,B85 Russell Senate Office Building Washington DC 20510,202-224-3154,https://www.budd.senate.gov/,,SenTedBuddNC,RepTedBudd,,,B001305,,N00039551,S417,H6NC13129,103513,412712,171489,Ted Budd,,21708,Ted Budd,,,,8.171384926145249e17,,2023-01-03,2017-01-03
291,910,Bacon,Don,,,,Don Bacon,1963-08-16,M,rep,NE,2,0,Republican,https://bacon.house.gov,2104 Rayburn House Office Building Washington DC 20515-2702,202-225-4155,,,RepDonBacon,RepDonBacon,,UCR9abI1lZzAZ6HwQXc-dLFQ,B001298,,N00037049,,H6NE02125,103442,412713,166299,Don Bacon,,21701,Don Bacon,,,,8.189751244603351e17,,2017-01-03,2017-01-03
292,911,Gottheimer,Josh,,,,Josh Gottheimer,1975-03-08,M,rep,NJ,5,0,Democrat,https://gottheimer.house.gov,203 Cannon House Office Building Washington DC 20515-3005,202-225-4465,,,RepJoshG,RepJoshG,,,G000583,,N00036944,,H6NJ05171,9275683,412714,169202,Josh Gottheimer,,21723,Josh Gottheimer,,,,8.153105065966918e17,,2017-01-03,2017-01-03
293,912,Rosen,Jacky,,,,Jacky Rosen,1957-08-02,F,sen,NV,0,1,Democrat,https://www.rosen.senate.gov,713 Hart Senate Office Building Washington DC 20510,202-224-6244,https://www.rosen.senate.gov/contact_jacky,,SenJackyRosen,RepJackyRosen,,,R000608,,N00038734,S402,"H6NV03139,S8NV00156",104738,412715,169471,,,21743,Jacky Rosen,,,,8.185540543097158e17,,2019-01-03,2017-01-03
294,913,Espaillat,Adriano,,,,Adriano Espaillat,1954-09-27,M,rep,NY,13,0,Democrat,https://espaillat.house.gov,2332 Rayburn House Office Building Washington DC 20515-3213,202-225-4365,,,RepEspaillat,RepEspaillat,,UCi0niBYFhEY70Dz8InbX5OQ,E000297,,N00034549,,H2NY13096,68413,412718,14379,Adriano Espaillat,,21715,Adriano Espaillat,,,,8.170762577708358e17,,2017-01-03,2017-01-03
295,914,Fitzpatrick,Brian,K.,,,Brian K. Fitzpatrick,1973-12-17,M,rep,PA,1,0,Republican,https://fitzpatrick.house.gov,271 Cannon House Office Building Washington DC 20515-3801,202-225-4276,,,RepBrianFitz,repbrianfitzpatrick,,UCYMNcgHss4_Q5JY2vSvMpgw,F000466,,N00038779,,H6PA08277,103537,412721,167708,Brian Fitzpatrick,,21718,Brian Fitzpatrick (American politician),,,,8.163032635869143e17,,2017-01-03,2017-01-03
296,915,Smucker,Lloyd,,,,Lloyd Smucker,1964-01-23,M,rep,PA,11,0,Republican,https://smucker.house.gov,302 Cannon House Office Building Washington DC 20515-3811,202-225-2411,,,RepSmucker,RepSmucker,,UCs5iMvWy-oTHyf5HuwB7FCg,S001199,,N00038781,,H6PA16320,103540,412722,102454,Lloyd Smucker,,21745,Lloyd Smucker,,,,41417564,,2017-01-03,2017-01-03
297,916,González-Colón,Jenniffer,,,,Jenniffer González-Colón,1976-08-05,F,rep,PR,0,0,Republican,https://gonzalez-colon.house.gov,2338 Rayburn House Office Building Washington DC 20515-5401,202-225-2615,,,RepJenniffer,RepJennifferGonzalezColon,,UCZj99h3-GNKjGGeyp7AJeXw,G000582,,N00037615,,H6PR00082,67353,412723,0,,,0,Jenniffer González,,,,8.197447630207754e17,,2017-01-03,2017-01-03
298,917,Kustoff,David,,,,David Kustoff,1966-10-08,M,rep,TN,8,0,Republican,https://kustoff.house.gov,560 Cannon House Office Building Washington DC 20515-4208,202-225-4714,,,RepDavidKustoff,RepDavidKustoff,,UCK6U4plOKKMrCjv_h59spGQ,K000392,,N00025445,,H2TN07103,28903,412724,48997,David Kustoff,,21731,David Kustoff,,,,8.160121245059318e17,,2017-01-03,2017-01-03
299,918,Gonzalez,Vicente,,,,Vicente Gonzalez,1967-09-04,M,rep,TX,34,0,Democrat,https://gonzalez.house.gov,154 Cannon House Office Building Washington DC 20515-4334,202-225-2531,,,RepGonzalez,USCongressmanVicenteGonzalez,,UC5H6oYLKQ_xIXO5CG7fh4hw,G000581,,N00038809,,H6TX15162,103568,412725,166483,Vicente Gonzalez Jr.,,21722,Vicente Gonzalez (politician),,,,8.185361525882387e17,,2017-01-03,2017-01-03
300,919,Arrington,Jodey,C.,,,Jodey C. Arrington,1972-03-09,M,rep,TX,19,0,Republican,https://arrington.house.gov,1107 Longworth House Office Building Washington DC 20515-4319,202-225-4005,,,RepArrington,JodeyArrington,,,A000375,,N00038285,,H6TX19099,1016482,412726,155685,Jodey Arrington,,21700,Jodey Arrington,,,,8.162846646588742e17,,2017-01-03,2017-01-03
301,920,Jayapal,Pramila,,,,Pramila Jayapal,1965-09-21,F,rep,WA,7,0,Democrat,https://jayapal.house.gov,2346 Rayburn House Office Building Washington DC 20515-4707,202-225-3106,,,RepJayapal,RepJayapal,,UCmyD0_-2Oowkfwc_Raghclw,J000298,,N00038858,,H6WA07458,9267128,412730,153141,Pramila Jayapal,,21726,Pramila Jayapal,,,,8.157332909551123e17,@RepJayapal@mastodon.social,2017-01-03,2017-01-03
302,921,Gallagher,Mike,,,,Mike Gallagher,1984-03-03,M,rep,WI,8,0,Republican,https://gallagher.house.gov,1211 Longworth House Office Building Washington DC 20515-4908,202-225-5665,,,RepGallagher,RepMikeGallagher,,,G000579,,N00039330,,H6WI08155,104067,412731,171843,Michael Gallagher (Wisconsin),,21720,Mike Gallagher (American politician),,,,8.159666203004805e17,,2017-01-03,2017-01-03
303,922,Estes,Ron,,,,Ron Estes,1956-07-19,M,rep,KS,4,0,Republican,https://estes.house.gov,2234 Rayburn House Office Building Washington DC 20515-1604,202-225-6216,,,RepRonEstes,RepRonEstes,,UC2clc28qcehIqotHQcthnWA,E000298,,N00040712,,H8KS04112,107963,412735,125031,Ron Estes (U.S. House representative),,21750,Ron Estes,,,,8.547150711168492e17,,2017-01-03,2017-01-03
304,923,Norman,Ralph,,,,Ralph Norman,1953-06-20,M,rep,SC,5,0,Republican,https://norman.house.gov,569 Cannon House Office Building Washington DC 20515-4005,202-225-5501,,,RepRalphNorman,RepRalphNorman,,,N000190,,N00027783,,H8SC05158,61996,412738,47930,Ralph Norman,,21753,Ralph Norman,,,,8.804806311086449e17,,2017-01-03,2017-01-03
