,id,last_name,first_name,middle_name,suffix,nickname,full_name,birthday,gender,type,state,district,senate_class,party,url,address,phone,contact_form,rss_url,twitter,facebook,youtube,youtube_id,bioguide_id,thomas_id,opensecrets_id,lis_id,fec_ids,cspan_id,govtrack_id,votesmart_id,ballotpedia_id,washington_post_id,icpsr_id,wikipedia_id,last_tweet,is_active,end_date,twitter_id
285,286,Bost,Mike,,,,Mike Bost,12/30/60,M,rep,IL,12,0,Republican,https://bost.house.gov,1211 Longworth House Office Building Washington DC 20515-1312,202-225-5661,,,RepBost,RepBost,,UCYA1psY06vSf3QadHuCrmjQ,B001295,2243.0,N00035420,,H4IL12060,76176,412629,6302,Mike Bost,,21519,Mike Bost,1662207536379088896,1,2022-12-31,2964877294
286,287,Graves,Garret,,,,Garret Graves,1/31/72,M,rep,LA,6,0,Republican,https://garretgraves.house.gov,2402 Rayburn House Office Building Washington DC 20515-1806,202-225-3901,,,RepGarretGraves,CongressmanGarretGraves,,UCQLg9GGwTDluEFJtXf8seTA,G000577,2245.0,N00036135,,H4LA06153,9274609,412631,155424,Garret Graves,,21523,Garret Graves,1663207407533666305,1,2022-12-31,2951574214
287,288,Moulton,Seth,,,,Seth Moulton,10/24/78,M,rep,MA,6,0,Democrat,https://moulton.house.gov,1127 Longworth House Office Building Washington DC 20515-2106,202-225-8020,,,RepMoulton,CongressmanSethMoulton,,UC5w5qn7nj5Ljy69LTV7a_fQ,M001196,2246.0,N00035431,,H4MA06090,78453,412632,146299,Seth Moulton,,21525,Seth Moulton,1663274824020443149,1,2022-12-31,3091316093
288,289,Moolenaar,John,R.,,,John R. Moolenaar,5/8/61,M,rep,MI,4,0,Republican,https://moolenaar.house.gov,117 Cannon House Office Building Washington DC 20515-2204,202-225-3561,,,RepMoolenaar,RepMoolenaar,,UCnMvVN4a8roZu4crE0UW2DA,M001194,2248.0,N00036275,,H4MI04126,76660,412634,37676,John Moolenaar,,21526,John Moolenaar,1653857002244775936,1,2022-12-31,2696643955
289,290,Dingell,Debbie,,,,Debbie Dingell,11/23/53,F,rep,MI,12,0,Democrat,https://debbiedingell.house.gov,116 Cannon House Office Building Washington DC 20515-2212,202-225-4071,,,RepDebDingell,RepDebbieDingell,,UCnoP3KLT-HOvzDfC1-I-9lQ,D000624,2251.0,N00036149,,H4MI12079,20818,412637,152482,Debbie Dingell,,21529,Debbie Dingell,1663285529301995524,1,2022-12-31,2970279814
290,291,Lawrence,Brenda,L.,,,Brenda L. Lawrence,10/18/54,F,rep,MI,14,0,Democrat,https://lawrence.house.gov,2463 Rayburn House Office Building Washington DC 20515-2214,202-225-5802,,,RepLawrence,3.9576E+14,,UCf0USy9GNigkB8O9sS1dodw,L000581,2252.0,N00034068,,H2MI14111,79924,412638,78851,Brenda Lawrence (Michigan),,21530,Brenda Lawrence,1605275245174312966,0,2022-12-31,2863006655
291,292,Emmer,Tom,,,,Tom Emmer,3/3/61,M,rep,MN,6,0,Republican,https://emmer.house.gov,315 Cannon House Office Building Washington DC 20515-2306,202-225-2331,,,RepTomEmmer,reptomemmer,RepTomEmmer,,E000294,2253.0,N00035440,,H4MN06087,75567,412639,38894,Tom Emmer,,21531,Tom Emmer,1663162774850097161,1,2022-12-31,2914515430
292,293,Rouzer,David,,,,David Rouzer,2/16/72,M,rep,NC,7,0,Republican,https://rouzer.house.gov,2333 Rayburn House Office Building Washington DC 20515-3307,202-225-2731,,,RepDavidRouzer,RepRouzer,,UCBvOxpqoGi1HlHjX9v_gHZw,R000603,2256.0,N00033527,,H2NC07096,79710,412641,102964,David Rouzer,,21544,David Rouzer,1663157875810742272,1,2022-12-31,834069080
293,294,Watson Coleman,Bonnie,,,,Bonnie Watson Coleman,2/6/45,F,rep,NJ,12,0,Democrat,https://watsoncoleman.house.gov,168 Cannon House Office Building Washington DC 20515-3012,202-225-5801,,,RepBonnie,RepBonnie,,UCrxEaX0VKZKwg3930du2D5A,W000822,2259.0,N00036158,,H4NJ12149,79091,412644,24799,,,21538,Bonnie Watson Coleman,1662552609335529473,1,2022-12-31,2968451607
294,295,Zeldin,Lee,M.,,,Lee M. Zeldin,1/30/80,M,rep,NY,1,0,Republican,https://zeldin.house.gov,2441 Rayburn House Office Building Washington DC 20515-3201,202-225-3826,,,RepLeeZeldin,RepLeeZeldin,,UCHzZuesCPDka2NhZO8icqzA,Z000017,2261.0,N00029404,,H8NY01148,61616,412646,110252,Lee Zeldin,,21539,Lee Zeldin,1606978208360009728,0,2022-12-31,2750127259
295,296,Rice,Kathleen,M.,,,Kathleen M. Rice,2/15/65,F,rep,NY,4,0,Democrat,https://kathleenrice.house.gov,2435 Rayburn House Office Building Washington DC 20515-3204,202-225-5516,,,RepKathleenRice,RepKathleenRice,,UCLYLmjrGtzzCFXMWPBxHAug,R000602,2262.0,N00035927,,H4NY04075,76332,412647,127653,Kathleen Rice,,21540,Kathleen Rice,,0,2022-12-31,2970462034
296,297,Stefanik,Elise,M.,,,Elise M. Stefanik,7/2/84,F,rep,NY,21,0,Republican,https://stefanik.house.gov,2211 Rayburn House Office Building Washington DC 20515-3221,202-225-4611,,,RepStefanik,RepEliseStefanik,,UCHvf42C8Vw6QnjwO2L2ukKA,S001196,2263.0,N00035523,,H4NY21079,76364,412648,152539,Elise Stefanik,,21541,Elise Stefanik,1663324492536459264,1,2022-12-31,2962813893
297,298,Katko,John,,,,John Katko,11/9/62,M,rep,NY,24,0,Republican,https://katko.house.gov,2428 Rayburn House Office Building Washington DC 20515-3224,202-225-3701,,,RepJohnKatko,RepJohnKatko,,,K000386,2264.0,N00035934,,H4NY24073,76367,412649,152546,John Katko,,21542,John Katko,1607043625904472069,0,2022-12-31,2966765501
298,299,Boyle,Brendan,F.,,,Brendan F. Boyle,2/6/77,M,rep,PA,2,0,Democrat,https://boyle.house.gov,1133 Longworth House Office Building Washington DC 20515-3802,202-225-6111,,,CongBoyle,CongressmanBoyle,,UCMP_Anj7lz4eZuSh8GwFqQQ,B001296,2267.0,N00035307,,H4PA13199,76428,412652,47357,Brendan Boyle,,21548,Brendan Boyle,1663153715916730371,1,2022-12-31,4304448314
299,300,Babin,Brian,,,,Brian Babin,3/23/48,M,rep,TX,36,0,Republican,https://babin.house.gov,2236 Rayburn House Office Building Washington DC 20515-4336,202-225-1555,,,RepBrianBabin,RepBrianBabin,,UCPVEZgw-VbDRbLV1MRGVQNQ,B001291,2270.0,N00005736,,H6TX02079,44883,412655,360,Brian Babin,,21551,Brian Babin,1663298214089441287,1,2022-12-31,2929491549
300,301,Beyer,Donald,S.,Jr.,,"Donald S. Beyer, Jr.",6/20/50,M,rep,VA,8,0,Democrat,https://beyer.house.gov,1119 Longworth House Office Building Washington DC 20515-4608,202-225-4376,,,RepDonBeyer,RepDonBeyer,,UCPJGVbOVcAVGiBwq8qr_T9w,B001292,2272.0,N00036018,,H4VA08224,21141,412657,1707,Don Beyer,,21554,Don Beyer,1663167304761487361,1,2022-12-31,2962868158
301,302,Plaskett,Stacey,E.,,,Stacey E. Plaskett,5/13/66,F,rep,VI,0,0,Democrat,https://plaskett.house.gov,2404 Rayburn House Office Building Washington DC 20515-5500,202-225-1790,,,StaceyPlaskett,repstaceyplaskett,,UC3V7biFZHDFHDFZy6cCSZUA,P000610,2274.0,N00035000,,H2VI00082,79090,412659,155929,,,0,Stacey Plaskett,1659256166243868684,1,2022-12-31,2724095695
302,303,Newhouse,Dan,,,,Dan Newhouse,7/10/55,M,rep,WA,4,0,Republican,https://newhouse.house.gov,504 Cannon House Office Building Washington DC 20515-4704,202-225-5816,,,RepNewhouse,RepNewhouse,,UCllbsv_aoIaPS6W3aSonZlw,N000189,2275.0,N00036403,,H4WA04104,78315,412660,51522,Dan Newhouse,,21556,Dan Newhouse,1663201650595512321,1,2022-12-31,2930635215
303,304,Grothman,Glenn,,,,Glenn Grothman,7/3/55,M,rep,WI,6,0,Republican,https://grothman.house.gov,1427 Longworth House Office Building Washington DC 20515-4906,202-225-2476,,,RepGrothman,RepGrothman,,UCui4k83Cot4aeVW_8T33fgg,G000576,2276.0,N00036409,,H4WI06048,77282,412661,3493,Glenn Grothman,,21559,Glenn Grothman,1663312763182264324,1,2022-12-31,2976606250
304,305,Mooney,Alexander,X.,,,Alexander Mooney,6/5/71,M,rep,WV,2,0,Republican,https://mooney.house.gov,2228 Rayburn House Office Building Washington DC 20515-4802,202-225-2711,,,RepAlexMooney,CongressmanAlexMooney,,UCw9CGkF4Re3areluI43TGyA,M001195,2277.0,N00033814,,H4WV02080,76588,412662,145943,Alexander Mooney,,21557,Alex Mooney,1662142655256576013,1,2022-12-31,2964526557
305,306,Radewagen,Aumua Amata,Coleman,,,Aumua Amata Coleman Radewagen,12/29/47,F,rep,AS,0,0,Republican,https://radewagen.house.gov,1339 Longworth House Office Building Washington DC 20515-5200,202-225-8577,,,RepAmata,aumuaamata,,UCGdrLQbt1PYDTPsampx4t1A,R000600,2222.0,N00007635,,H4AS00036,5188,412664,128380,Amata Radewagen,,0,Amata Coleman Radewagen,1659895629227671552,1,2022-12-31,3026622545
306,307,Sullivan,Dan,,,,Dan Sullivan,11/13/64,M,sen,AK,0,2,Republican,https://www.sullivan.senate.gov,302 Hart Senate Office Building Washington DC 20510,202-224-3004,https://www.sullivan.senate.gov/contact/email,,SenDanSullivan,SenDanSullivan,,UC7tXCm8gKlAhTFo2kuf5ylw,S001198,2290.0,N00035774,S383,S4AK00214,1023262,412665,114964,Daniel S. Sullivan,,41500,Dan Sullivan (U.S. senator),1662628848293511170,1,2022-12-31,2891210047
307,308,Ernst,Joni,,,,Joni Ernst,7/1/70,F,sen,IA,0,2,Republican,https://www.ernst.senate.gov,730 Hart Senate Office Building Washington DC 20510,202-224-3254,https://www.ernst.senate.gov/public/index.cfm/contact,,SenJoniErnst,senjoniernst,,UCLwrmtF_84FIcK3TyMs4MIw,E000295,2283.0,N00035483,S376,S4IA00129,75342,412667,128583,Joni Ernst,,41502,Joni Ernst,1663182242007449600,1,2022-12-31,2856787757
308,309,Tillis,Thom,,,,Thom Tillis,8/30/60,M,sen,NC,0,2,Republican,https://www.tillis.senate.gov,113 Dirksen Senate Office Building Washington DC 20510,202-224-6342,https://www.tillis.senate.gov/public/index.cfm/email-me,,SenThomTillis,SenatorThomTillis,,UCUD9VGV4SSGWjGdbn37Ea2w,T000476,2291.0,N00035492,S384,S4NC00162,77055,412668,57717,Thom Tillis (North Carolina),,41504,Thom Tillis,1663159786555441153,1,2022-12-31,2964174789
309,310,Rounds,Mike,,,,Mike Rounds,10/24/54,M,sen,SD,0,2,Republican,https://www.rounds.senate.gov,716 Hart Senate Office Building Washington DC 20510,202-224-5842,https://www.rounds.senate.gov/contact/email-mike,,SenatorRounds,SenatorMikeRounds,,UC-pvzimyBdpdkcIfsicrfrQ,R000605,2288.0,N00035187,S381,S4SD00049,78317,412669,7455,Mike Rounds,,41505,Mike Rounds,1663193122916933633,1,2022-12-31,2955485182
310,311,Sasse,Benjamin,Eric,,Ben,Ben Sasse,2/22/72,M,sen,NE,0,2,Republican,https://www.sasse.senate.gov/public,139 Russell Senate Office Building Washington DC 20510,202-224-4224,https://www.sasse.senate.gov/public/index.cfm/email-ben,,SenSasse,SenatorSasse,,UCYaNGwcM2Dl5yDcDqS6xV2g,S001197,2289.0,N00035544,S382,S4NE00090,77429,412671,150182,Ben Sasse,,41503,Ben Sasse,,0,2022-12-31,2962923040
311,312,Kelly,Trent,,,,Trent Kelly,3/1/66,M,rep,MS,1,0,Republican,https://trentkelly.house.gov,2243 Rayburn House Office Building Washington DC 20515-2401,202-225-4306,,,RepTrentKelly,reptrentkelly,,UCtDrz-8tdg4ZgOAQHToSWaQ,K000388,2294.0,N00037003,,H6MS01131,97322,412673,156389,Trent Kelly,,21561,Trent Kelly,1661790778291544064,1,2022-12-31,3317799825
312,313,LaHood,Darin,,,,Darin LaHood,7/5/68,M,rep,IL,18,0,Republican,https://lahood.house.gov,1424 Longworth House Office Building Washington DC 20515-1318,202-225-6201,,,RepLaHood,replahood,,UCVRbtFwaBGcixZIkygtalRw,L000585,2295.0,N00037031,,H6IL18088,70020,412674,128760,Darin LaHood,,21562,Darin LaHood,1663183410725105665,1,2022-12-31,3686482216
313,314,Davidson,Warren,,,,Warren Davidson,3/1/70,M,rep,OH,8,0,Republican,https://davidson.house.gov,2113 Rayburn House Office Building Washington DC 20515-3508,202-225-6205,,,WarrenDavidson,CongressmanWarrenDavidson,,UCMzuyZWzk44YRNesFzPTeUw,D000626,2296.0,N00038767,,H6OH08315,102555,412675,166760,Warren Davidson,,21564,Warren Davidson,1663203831486861315,1,2022-12-31,742735530287304704
314,315,Comer,James,,,,James Comer,8/19/72,M,rep,KY,1,0,Republican,https://comer.house.gov,2410 Rayburn House Office Building Washington DC 20515-1701,202-225-3115,,https://comer.house.gov/rss.xml,RepJamesComer,congressmancomer,,,C001108,,N00038260,,H6KY01110,76619,412676,35169,James Comer Jr.,,21565,James Comer (politician),1662152807577681920,1,2022-12-31,1274852794206388225
315,316,Evans,Dwight,,,,Dwight Evans,5/16/54,M,rep,PA,3,0,Democrat,https://evans.house.gov,1105 Longworth House Office Building Washington DC 20515-3803,202-225-4001,,https://evans.house.gov/rss.xml,RepDwightEvans,RepDwightEvans,,,E000296,,N00038450,,H6PA02171,56729,412677,9128,Dwight Evans,,21566,Dwight Evans (politician),1663170576318361601,1,2022-12-31,90639372
316,317,Kennedy,John,Neely,,,John Kennedy,11/21/51,M,sen,LA,0,3,Republican,https://www.kennedy.senate.gov/public,416 Russell Senate Office Building Washington DC 20510,202-224-4623,https://www.kennedy.senate.gov/public/email-me,,SenJohnKennedy,JohnKennedyLouisiana,,,K000393,,N00026823,S389,S4LA00065,1011723,412679,35496,John Neely Kennedy,,41703,John Kennedy (Louisiana politician),1663173505666502656,1,2022-12-31,816683274076614656
317,318,Hassan,Margaret,Wood,,Maggie,Margaret Wood Hassan,2/27/58,F,sen,NH,0,3,Democrat,https://www.hassan.senate.gov,324 Hart Senate Office Building Washington DC 20510,202-224-3324,https://www.hassan.senate.gov/content/contact-senator,,SenatorHassan,SenatorHassan,,,H001076,,N00038397,S388,S6NH00091,67481,412680,42552,Maggie Hassan,,41702,Maggie Hassan,1663176998288601088,1,2022-12-31,946549322
318,319,Cortez Masto,Catherine,,,,Catherine Cortez Masto,3/29/64,F,sen,NV,0,3,Democrat,https://www.cortezmasto.senate.gov,313 Hart Senate Office Building Washington DC 20510,202-224-3542,https://www.cortezmasto.senate.gov/contact,,SenCortezMasto,SenatorCortezMasto,,UCip_83SiKUqwnUT57VOXrCg,C001113,,N00037161,S385,S6NV00200,105698,412681,69579,Catherine Cortez Masto,,41700,Catherine Cortez Masto,1663171566954266624,1,2022-12-31,811313565760163844
319,320,Schneider,Bradley,Scott,,Brad,Bradley Scott Schneider,8/20/61,M,rep,IL,10,0,Democrat,https://schneider.house.gov,300 Cannon House Office Building Washington DC 20515-1310,202-225-4835,,http://schneider.house.gov/rss.xml,RepSchneider,CongressmanBradSchneider,RepBradSchneider,,S001190,2124.0,N00033101,,H2IL10068,63948,412534,134948,Brad Schneider,,21326,Brad Schneider,1663284513286287361,1,2022-12-31,1071840474
320,321,O’Halleran,Tom,,,,Tom O’Halleran,1/24/46,M,rep,AZ,1,0,Democrat,https://ohalleran.house.gov,318 Cannon House Office Building Washington DC 20515-0301,202-225-3361,,,RepOHalleran,repohalleran,,,O000171,,N00037515,,H6AZ01199,104523,412682,28499,Tom O'Halleran,,21739,Tom O'Halleran,1600581568170442792,0,2022-12-31,808416682972770304
321,322,Biggs,Andy,,,,Andy Biggs,11/7/58,M,rep,AZ,5,0,Republican,https://biggs.house.gov,171 Cannon House Office Building Washington DC 20515-0305,202-225-2635,,,RepAndyBiggsAZ,RepAndyBiggs,,UCqSq9kWOxk9yNTeILBCVC1w,B001302,,N00039293,,H6AZ05083,105145,412683,28088,Andy Biggs,,21705,Andy Biggs,1663332086604808195,1,2022-12-31,816652616625168388
322,323,Khanna,Ro,,,,Ro Khanna,9/13/76,M,rep,CA,17,0,Democrat,https://khanna.house.gov,306 Cannon House Office Building Washington DC 20515-0517,202-225-2631,,,RepRoKhanna,RepRoKhanna,,UCr4KOYv1o1oEQhy1jhhm3pQ,K000389,,N00026427,,H4CA12055,31129,412684,29473,Ro Khanna,,21728,Ro Khanna,1663216467708461062,1,2022-12-31,816298918468259841
323,324,Panetta,Jimmy,,,,Jimmy Panetta,10/1/69,M,rep,CA,20,0,Democrat,https://panetta.house.gov,406 Cannon House Office Building Washington DC 20515-0520,202-225-2861,,,RepJimmyPanetta,RepJimmyPanetta,,UCmw-aERG51C96edMDPN7fXQ,P000613,,N00038601,,H6CA20152,104727,412685,169078,Jimmy Panetta,,21740,Jimmy Panetta,1663251106871246864,1,2022-12-31,796736612554117120
324,325,Carbajal,Salud,O.,,,Salud O. Carbajal,11/18/64,M,rep,CA,24,0,Democrat,https://carbajal.house.gov,2331 Rayburn House Office Building Washington DC 20515-0524,202-225-3601,,,RepCarbajal,repsaludcarbajal,repcarbajal,,C001112,,N00037015,,H6CA24303,104728,412686,81569,Salud Carbajal,,21709,Salud Carbajal,1663256995523067928,1,2022-12-31,816157667882373120
325,326,Barragán,Nanette,Diaz,,,Nanette Diaz Barragán,9/15/76,F,rep,CA,44,0,Democrat,https://barragan.house.gov,2246 Rayburn House Office Building Washington DC 20515-0544,202-225-8220,,,RepBarragan,CongresswomanBarragan,,,B001300,,N00037019,,H6CA44103,104730,412687,166270,Nanette Barragán,,21703,Nanette Barragán,1663187990007488512,1,2022-12-31,816833925456789505
326,327,Correa,J.,Luis,,,J. Luis Correa,1/24/58,M,rep,CA,46,0,Democrat,https://correa.house.gov,2301 Rayburn House Office Building Washington DC 20515-0546,202-225-2965,,,RepLouCorrea,RepLouCorrea,,UCIKJJp4QJIDjnjodc23qKkw,C001110,,N00037260,,H6CA46116,46310,412688,9732,Lou Correa,,21711,Lou Correa,1663200701256802305,1,2022-12-31,815985039485837312
327,328,Blunt Rochester,Lisa,,,,Lisa Blunt Rochester,2/10/62,F,rep,DE,0,0,Democrat,https://bluntrochester.house.gov,1724 Longworth House Office Building Washington DC 20515-0800,202-225-4165,,,RepLBR,Rep.BluntRochester,,,B001303,,N00038414,,H6DE00206,104772,412689,173249,Lisa Blunt Rochester,,21706,Lisa Blunt Rochester,1663156790568132609,1,2022-12-31,817050219007328258
328,329,Gaetz,Matt,,,,Matt Gaetz,5/7/82,M,rep,FL,1,0,Republican,https://gaetz.house.gov,1721 Longworth House Office Building Washington DC 20515-0901,202-225-4136,,,RepMattGaetz,CongressmanMattGaetz,,UClqXcJew_A3s8qiX-T4a9CA,G000578,,N00039503,,H6FL01119,104528,412690,117101,Matt Gaetz,,21719,Matt Gaetz,1663168405917118467,1,2022-12-31,818948638890217473
329,330,Dunn,Neal,P.,,,Neal P. Dunn,2/16/53,M,rep,FL,2,0,Republican,https://dunn.house.gov,316 Cannon House Office Building Washington DC 20515-0902,202-225-5235,,,DrNealDunnFL2,drnealdunnfl2,,UCRTGfrYP-RuDzJ2KGok7TRA,D000628,,N00037442,,H6FL02208,104529,412691,166297,Neal Dunn,,21714,Neal Dunn,1663192677054029824,1,2022-12-31,815952318487298048
330,331,Rutherford,John,H.,,,John H. Rutherford,9/2/52,M,rep,FL,4,0,Republican,https://rutherford.house.gov,1711 Longworth House Office Building Washington DC 20515-0904,202-225-2501,,,RepRutherfordFL,RepRutherfordFL,,,R000609,,N00039777,,H6FL04105,104531,412692,172542,John Rutherford (Florida),,21744,John Rutherford (Florida politician),1663155309672640512,1,2022-12-31,828977216595849216
331,332,Lawson,Al,,Jr.,,"Al Lawson, Jr.",9/23/48,M,rep,FL,5,0,Democrat,https://lawson.house.gov,2437 Rayburn House Office Building Washington DC 20515-0905,202-225-0123,,,RepAlLawsonJr,RepAlLawsonJr,,,L000586,,N00030642,,H0FL02086,90480,412693,24263,Alfred Lawson,,21732,Al Lawson,1607369435878412288,0,2022-12-31,818472418620608512
332,333,Murphy,Stephanie,N.,,,Stephanie N. Murphy,9/16/78,F,rep,FL,7,0,Democrat,https://murphy.house.gov,1710 Longworth House Office Building Washington DC 20515-0907,202-225-4035,,,RepStephMurphy,RepStephMurphy,RepStephMurphy,,M001202,,N00040133,,H6FL07140,103502,412694,173426,Stephanie Murphy,,21738,Stephanie Murphy,1605958225349603329,0,2022-12-31,796183515998068736
333,334,Soto,Darren,,,,Darren Soto,2/25/78,M,rep,FL,9,0,Democrat,https://soto.house.gov,2353 Rayburn House Office Building Washington DC 20515-0909,202-225-9889,,,RepDarrenSoto,CongressmanDarrenSoto,repdarrensoto,,S001200,,N00037422,,H6FL09179,104534,412695,67618,Darren Soto,,21746,Darren Soto,1663212303813160960,1,2022-12-31,818713465653051392
334,335,Demings,Val,Butler,,,Val Butler Demings,3/12/57,F,rep,FL,10,0,Democrat,https://demings.house.gov,217 Cannon House Office Building Washington DC 20515-0910,202-225-2176,,,RepValDemings,RepresentativeValDemings,,UCkcshqwFNJG6XeduOforhig,D000627,,N00033449,,H2FL08063,623713,412696,137637,Val Demings,,21713,Val Demings,1605970227769982981,0,2022-12-31,798973032362606600
335,336,Mast,Brian,J.,,,Brian J. Mast,7/10/80,M,rep,FL,18,0,Republican,https://mast.house.gov,2182 Rayburn House Office Building Washington DC 20515-0918,202-225-3026,,,RepBrianMast,repbrianmast,repbrianmast,,M001199,,N00037269,,H6FL18097,104540,412698,166245,Brian Mast,,21735,Brian Mast,1663269677869481995,1,2022-12-31,814103950404239360
336,337,Ferguson,A.,Drew,IV,,A. Drew Ferguson IV,11/15/66,M,rep,GA,3,0,Republican,https://ferguson.house.gov,1032 Longworth House Office Building Washington DC 20515-1003,202-225-5901,,,RepDrewFerguson,RepDrewFerguson,,UCuK7_j2sREWi_7wBAN477bg,F000465,,N00039090,,H6GA03113,104731,412700,168132,Drew Ferguson,,21717,Drew Ferguson (politician),1663147023699255296,1,2022-12-31,806583915012046854
337,338,Krishnamoorthi,Raja,,,,Raja Krishnamoorthi,7/19/73,M,rep,IL,8,0,Democrat,https://krishnamoorthi.house.gov,115 Cannon House Office Building Washington DC 20515-1308,202-225-3711,,,CongressmanRaja,congressmanraja,,,K000391,,N00033240,,H6IL08147,103408,412701,117519,Raja Krishnamoorthi,,21730,Raja Krishnamoorthi,1663194352749821953,1,2022-12-31,814179031956488192
338,339,Banks,Jim,,,,Jim Banks,7/16/79,M,rep,IN,3,0,Republican,https://banks.house.gov,1713 Longworth House Office Building Washington DC 20515-1403,202-225-4436,,,RepJimBanks,RepJimBanks,,UC_FR6TySW9uxvhjozkis6Xg,B001299,,N00037185,,H6IN03229,89806,412702,116801,Jim Banks,,21702,Jim Banks,1663165556587995136,1,2022-12-31,816131319033950208
339,340,Hollingsworth,Trey,,,,Trey Hollingsworth,9/12/83,M,rep,IN,9,0,Republican,https://hollingsworth.house.gov,1641 Longworth House Office Building Washington DC 20515-1409,202-225-5315,,,RepTrey,reptrey,,UCTgS8a_zLg8HpUnk5WXY5ag,H001074,,N00038429,,H6IN09176,104247,412703,167423,Trey Hollingsworth,,21725,Trey Hollingsworth,,0,2022-12-31,811986281177772032
340,341,Marshall,Roger,,,,Roger Marshall,8/9/60,M,sen,KS,0,2,Republican,https://www.marshall.senate.gov,479A Russell Senate Office Building Washington DC 20510,202-224-4774,https://www.marshall.senate.gov/contact/,,SenatorMarshall,,,,M001198,,N00037034,S411,"H6KS01179,S0KS00315",103425,412704,172080,Roger Marshall,,21734,Roger Marshall (politician),,1,2022-12-31,1336344005588738052
341,342,Higgins,Clay,,,,Clay Higgins,8/24/61,M,rep,LA,3,0,Republican,https://clayhiggins.house.gov,572 Cannon House Office Building Washington DC 20515-1803,202-225-2031,,,RepClayHiggins,CongressmanClayHiggins,,,H001077,,N00039953,,H6LA03148,106094,412705,174484,Clay Higgins,,21724,Clay Higgins,1663168322329010183,1,2022-12-31,843636970538618880
342,343,Johnson,Mike,,,,Mike Johnson,1/30/72,M,rep,LA,4,0,Republican,https://mikejohnson.house.gov,568 Cannon House Office Building Washington DC 20515-1804,202-225-2777,,,RepMikeJohnson,RepMikeJohnson,,UCzqBEpeIaDEfvAtsA53Fx2Q,J000299,,N00039106,,H6LA04138,106095,412706,156097,Mike Johnson (Louisiana),,21727,Mike Johnson (Louisiana politician),1663176793287712769,1,2022-12-31,827279765287559171
343,344,Brown,Anthony,G.,,,Anthony G. Brown,11/21/61,M,rep,MD,4,0,Democrat,https://anthonybrown.house.gov,1323 Longworth House Office Building Washington DC 20515-2004,202-225-8699,,,RepAnthonyBrown,RepAnthonyBrown,RepAnthonyBrown,,B001304,,N00036999,,H6MD04209,1029537,412707,19344,Anthony Brown (Maryland),,21707,Anthony G. Brown,1606384069436182530,0,2022-12-31,823552974253342721
344,345,Raskin,Jamie,,,,Jamie Raskin,12/13/62,M,rep,MD,8,0,Democrat,https://raskin.house.gov,2242 Rayburn House Office Building Washington DC 20515-2008,202-225-5341,,,RepRaskin,repraskin,,UChxDE6vho5BfBTOqiBsDmKg,R000606,,N00037036,,H6MD08457,12924,412708,65904,Jamie Raskin,,21741,Jamie Raskin,1663285363631063041,1,2022-12-31,806906355214852096
345,346,Bergman,Jack,,,,Jack Bergman,2/2/47,M,rep,MI,1,0,Republican,https://bergman.house.gov,566 Cannon House Office Building Washington DC 20515-2201,202-225-4735,,,RepJackBergman,RepJackBergman,RepJackBergman,,B001301,,N00039533,,H6MI01226,1020529,412709,170172,Jack Bergman,,21704,Jack Bergman,1653464038653739008,1,2022-12-31,815241612154417152
346,347,Budd,Ted,,,,Ted Budd,10/21/71,M,rep,NC,13,0,Republican,https://budd.house.gov,103 Cannon House Office Building Washington DC 20515-3313,202-225-4531,,,RepTedBudd,RepTedBudd,,,B001305,,N00039551,,H6NC13129,103513,412712,171489,Ted Budd,,21708,Ted Budd,1663168735044071425,1,2022-12-31,817138492614524928
347,348,Bacon,Don,,,,Don Bacon,8/16/63,M,rep,NE,2,0,Republican,https://bacon.house.gov,1024 Longworth House Office Building Washington DC 20515-2702,202-225-4155,,,RepDonBacon,RepDonBacon,,UCR9abI1lZzAZ6HwQXc-dLFQ,B001298,,N00037049,,H6NE02125,103442,412713,166299,Don Bacon,,21701,Don Bacon (politician),1663274071788797970,1,2022-12-31,818975124460335106
348,349,Gottheimer,Josh,,,,Josh Gottheimer,3/8/75,M,rep,NJ,5,0,Democrat,https://gottheimer.house.gov,203 Cannon House Office Building Washington DC 20515-3005,202-225-4465,,,RepJoshG,RepJoshG,,,G000583,,N00036944,,H6NJ05171,9275683,412714,169202,Josh Gottheimer,,21723,Josh Gottheimer,1663248035998990337,1,2022-12-31,815310506596691968
349,350,Rosen,Jacky,,,,Jacky Rosen,8/2/57,F,sen,NV,0,1,Democrat,https://www.rosen.senate.gov,713 Hart Senate Office Building Washington DC 20510,202-224-6244,https://www.rosen.senate.gov/contact_jacky,,SenJackyRosen,RepJackyRosen,,,R000608,,N00038734,S402,"H6NV03139,S8NV00156",104738,412715,169471,,,21743,Jacky Rosen,1663201728815067144,1,2022-12-31,818554054309715969
350,351,Suozzi,Thomas,R.,,,Thomas R. Suozzi,8/31/62,M,rep,NY,3,0,Democrat,https://suozzi.house.gov,407 Cannon House Office Building Washington DC 20515-3203,202-225-3335,,,RepTomSuozzi,RepTomSuozzi,,UCHjLmETJ7qXtciV7dlAzzgQ,S001201,,N00038742,,H6NY03247,104747,412717,92111,Tom Suozzi,,21747,Thomas Suozzi,1607000147916984323,0,2022-12-31,816705409486618624
